"cardamom","sugar","asafoetida","mustard","salt","bay leaves","chilli","cloves","coriander","garam masala","garlic","ginger","onion","saffron","chilli powder","cumin","fenugreek leaves","turmeric","fenugreek","honey","sesame seed","curry leaves","nigella seeds","black pepper","poppy seed","oregano","parsley","citric acid","fennel","tamarind","caraway","star anise","nutmeg","white peppercorns","panch phoron","pepper","basil","mace","green peppercorns","baharat","rose petals","chives","cardamom seed","molasses","madras curry","cinnamon"
0,0,0.00413223140495868,0.198347107438017,0.59504132231405,0,0,0,0,0,0,0,0,0,0.198347107438017,0,0,0.00413223140495868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0588235294117647,0,0.411764705882353,0,0,0,0.117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0.352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00736377025036819,0.00589101620029455,0,0,0.176730486008837,0.0147275405007364,0.00736377025036819,0.00736377025036819,0.706921944035346,0,0.0294550810014728,0.0294550810014728,0,0.0147275405007364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0131578947368421,0,0.0263157894736842,0,0.315789473684211,0,0,0,0.631578947368421,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0294117647058824,0.117647058823529,0.205882352941176,0,0.176470588235294,0,0.352941176470588,0,0,0,0,0,0,0,0,0,0,0,0.117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00207900207900208,0.997920997920998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0223880597014925,0,0.0559701492537313,0.0559701492537313,0.0559701492537313,0.0447761194029851,0,0.0373134328358209,0.111940298507463,0,0,0,0,0,0.167910447761194,0.111940298507463,0,0.0559701492537313,0.0559701492537313,0,0,0,0.111940298507463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111940298507463
0.00177725118483412,0,0,0,0.0133293838862559,0,0.106635071090047,0.00296208530805687,0.0888625592417062,0,0,0.0355450236966825,0.639810426540284,0,0,0.0355450236966825,0.00888625592417062,0,0,0,0,0.0133293838862559,0,0,0.0533175355450237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0116279069767442,0,0,0.0116279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558139534883721,0,0,0,0.418604651162791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00373134328358209,0,0.0149253731343284,0,0.0447761194029851,0.00746268656716418,0.00746268656716418,0.0149253731343284,0.537313432835821,0,0.00746268656716418,0.358208955223881,0,0.00373134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.037037037037037,0,0.0740740740740741,0,0.592592592592593,0.0740740740740741,0.0740740740740741,0.0740740740740741,0,0,0.0740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0355160932297447,0.00443951165371809,0.0177580466148724,0.00887902330743618,0,0.159822419533851,0,0.532741398446171,0,0,0,0.213096559378468,0,0,0.0177580466148724,0,0,0,0,0,0.00998890122086571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00564971751412429,0,0,0,0.135593220338983,0,0,0,0.813559322033898,0,0.0225988700564972,0.0225988700564972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.142857142857143,0,0.571428571428571,0,0,0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00819672131147541,0,0.00409836065573771,0,0.0245901639344262,0.00409836065573771,0.0983606557377049,0,0,0.0245901639344262,0.786885245901639,0,0.0163934426229508,0.0163934426229508,0,0.00819672131147541,0,0,0,0,0,0.00819672131147541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0050761421319797,0,0.0101522842639594,0,0,0,0,0.0101522842639594,0.974619289340102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0125,0,0.0125,0,0.225,0,0.15,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0344827586206897,0,0.137931034482759,0,0.827586206896552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00125806768666252,0,0,0,0.00314516921665629,0.00503227074665007,0.0377420305998755,0.00209677947777086,0.905808734397012,0,0.0251613537332503,0,0,0,0,0.0125806768666252,0,0,0,0,0,0,0,0.000884578842184582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629033843331258
0,0.0245398773006135,0,0,0.00613496932515337,0,0,0,0.343558282208589,0.0122699386503067,0,0,0.588957055214724,0,0.0245398773006135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000738007380073801,0.003690036900369,0,0,0.00738007380073801,0.0029520295202952,0.014760147601476,0,0.206642066420664,0.00738007380073801,0,0.014760147601476,0.531365313653137,0,0.014760147601476,0.00738007380073801,0,0.003690036900369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18450184501845
0,0.342857142857143,0.0142857142857143,0.0571428571428571,0.1,0,0.0857142857142857,0,0.342857142857143,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0769230769230769,0,0.923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0163934426229508,0,0.19672131147541,0,0,0,0,0,0.786885245901639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00434782608695652,0,0.0217391304347826,0,0,0.00869565217391304,0.0173913043478261,0.00869565217391304,0.104347826086957,0,0,0,0,0,0.834782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.100840336134454,0.0168067226890756,0,0.00840336134453781,0,0.0168067226890756,0,0.638655462184874,0.0336134453781513,0,0.0168067226890756,0,0,0,0.0336134453781513,0,0.0336134453781513,0,0,0.100840336134454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0303030303030303,0.96969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0869565217391304,0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.695652173913043,0,0,0.0144927536231884,0,0,0,0.173913043478261,0,0,0,0,0,0.0579710144927536,0,0,0.0144927536231884,0,0,0,0,0.0144927536231884,0,0,0,0,0,0.0289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.020460358056266,0.010230179028133,0,0.163682864450128,0,0,0,0,0.040920716112532,0.736572890025575,0,0,0,0,0,0,0,0,0.0281329923273657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0204081632653061,0.979591836734694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0072992700729927,0.321167883211679,0.0218978102189781,0,0,0,0.0072992700729927,0,0.525547445255474,0,0,0,0.0875912408759124,0.0072992700729927,0,0.0145985401459854,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00124378109452736,0,0.00124378109452736,0,0.0149253731343284,0,0.00497512437810945,0,0.00497512437810945,0.00497512437810945,0,0,0,0.00995024875621891,0,0.00248756218905473,0.955223880597015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0185185185185185,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0.0740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0465116279069767,0,0.558139534883721,0,0,0,0,0.186046511627907,0,0,0,0,0,0,0,0,0,0.209302325581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0952380952380952,0,0,0,0.19047619047619,0,0,0,0,0,0.380952380952381,0.285714285714286,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0479041916167665,0.0239520958083832,0.0239520958083832,0.0239520958083832,0,0.574850299401198,0,0.0479041916167665,0,0,0,0,0,0.0958083832335329,0.0239520958083832,0,0.0479041916167665,0,0,0,0.0898203592814371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0153846153846154,0,0.123076923076923,0,0.738461538461539,0,0,0.0615384615384615,0,0,0,0.0615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.390243902439024,0.032520325203252,0.032520325203252,0.016260162601626,0,0.032520325203252,0,0.390243902439024,0,0,0.032520325203252,0,0,0,0.032520325203252,0,0,0,0,0,0.040650406504065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00645161290322581,0.0032258064516129,0.0129032258064516,0.0032258064516129,0,0.0129032258064516,0,0,0,0,0.0129032258064516,0,0,0,0.00645161290322581,0,0,0.929032258064516,0,0.0129032258064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.12532637075718,0,0,0.0835509138381201,0,0,0,0,0,0,0,0.25065274151436,0,0.25065274151436,0,0,0,0,0,0.0391644908616188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25065274151436
0,0,0.0235478806907378,0,0.0235478806907378,0.0188383045525903,0.188383045525903,0.0156985871271586,0.565149136577708,0,0,0.0941915227629513,0,0,0,0.0470957613814757,0,0.0235478806907378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0168067226890756,0,0,0.00840336134453781,0,0.100840336134454,0,0,0.0168067226890756,0.0168067226890756,0.0168067226890756,0.80672268907563,0,0,0,0.0168067226890756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0136986301369863,0.986301369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0257731958762887,0.0206185567010309,0.0515463917525773,0,0.618556701030928,0.0515463917525773,0,0.0515463917525773,0,0,0.0515463917525773,0,0,0,0,0,0,0,0.0257731958762887,0,0,0,0,0,0.103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00941176470588235,0.00156862745098039,0,0.00156862745098039,0,0,0,0.0596078431372549,0,0,0,0.903529411764706,0,0.0141176470588235,0.00941176470588235,0,0.000784313725490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0714285714285714,0,0,0,0.857142857142857,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0540540540540541,0.216216216216216,0.0540540540540541,0,0.432432432432432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243243243243243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0625,0,0.125,0.0625,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0289855072463768,0.0579710144927536,0.0289855072463768,0,0,0,0.173913043478261,0,0,0,0,0,0.231884057971014,0.289855072463768,0,0,0,0,0,0.072463768115942,0,0,0,0,0,0,0.115942028985507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0256410256410256,0,0.0256410256410256,0,0.102564102564103,0,0.615384615384615,0,0,0.0512820512820513,0,0,0.0512820512820513,0.102564102564103,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00793650793650794,0,0.0198412698412698,0,0.0396825396825397,0,0.0396825396825397,0,0.555555555555556,0,0,0.0396825396825397,0,0,0.0793650793650794,0.0396825396825397,0,0.0198412698412698,0,0,0,0,0,0,0,0,0,0,0.158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.166666666666667,0,0.166666666666667,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00224325271643884,0,0.0538380651945321,0.00336487907465825,0.026919032597266,0,0.0246757798808272,0,0.861409043112513,0,0,0.00897301086575535,0,0,0,0,0,0,0,0.000630914826498423,0.0179460217315107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00544316429284224,0.00544316429284224,0.00544316429284224,0.00435453143427379,0.261271886056427,0.00362877619522816,0.130635943028214,0,0,0.544316429284224,0,0,0.00544316429284224,0.00544316429284224,0,0.00544316429284224,0.00544316429284224,0,0,0.0176902839517373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0470588235294118,0,0,0.0117647058823529,0,0,0,0,0,0.376470588235294,0,0,0,0,0,0.564705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0363636363636364,0,0,0.0181818181818182,0,0.363636363636364,0,0.109090909090909,0.0181818181818182,0,0,0.436363636363636,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0235640648011782,0.00589101620029455,0,0.0235640648011782,0,0,0,0.0353460972017673,0,0.706921944035346,0,0.0235640648011782,0.0117820324005891,0,0.0117820324005891,0,0,0,0.157584683357879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.023121387283237,0,0,0.00578034682080925,0,0.046242774566474,0,0.069364161849711,0,0.254335260115607,0.023121387283237,0.554913294797688,0,0,0,0,0.0115606936416185,0,0,0,0.0115606936416185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00455927051671733,0.0113981762917933,0,0,0.0113981762917933,0,0.182370820668693,0.0151975683890577,0.227963525835866,0,0.0227963525835866,0,0,0,0,0.0227963525835866,0,0,0,0,0,0,0,0,0.0455927051671733,0,0,0,0,0.410334346504559,0.0227963525835866,0.0227963525835866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00459770114942529,0.993103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0131282051282051,0.00656410256410256,0.0196923076923077,0,0,0,0.236307692307692,0,0,0,0.630153846153846,0,0.0131282051282051,0.0131282051282051,0,0.0131282051282051,0.00225641025641026,0,0,0,0.0262564102564103,0,0,0,0,0,0.0262564102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0930232558139535,0.302325581395349,0,0.558139534883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.827586206896552,0,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155172413793103,0,0,0,0,0,0,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0416666666666667,0.0833333333333333,0.208333333333333,0,0.166666666666667,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0353982300884956,0,0.0176991150442478,0,0.849557522123894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973451327433628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00892857142857143,0,0.0714285714285714,0,0,0,0,0.0357142857142857,0.857142857142857,0,0,0,0.0178571428571429,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0467836257309941,0,0.0233918128654971,0,0.0467836257309941,0,0.56140350877193,0,0.0935672514619883,0.0467836257309941,0,0,0,0.0935672514619883,0,0.0467836257309941,0,0,0,0.0409356725146199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.012987012987013,0,0.025974025974026,0,0.311688311688312,0.012987012987013,0.025974025974026,0.025974025974026,0.467532467532468,0,0.103896103896104,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0533333333333333,0.00444444444444444,0,0.00444444444444444,0,0.0355555555555556,0,0,0,0.00888888888888889,0.00888888888888889,0,0,0,0,0,0.00444444444444444,0.853333333333333,0,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00114942528735632,0,0,0,0.0114942528735632,0.00459770114942529,0,0,0.0459770114942529,0.0114942528735632,0.0229885057471264,0.0229885057471264,0.827586206896552,0,0.0229885057471264,0.0114942528735632,0,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114942528735632
0,0.016,0,0,0.008,0,0.016,0,0.768,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
