cardamom,sugar,asafoetida,mustard,salt,bay leaves,chilli,cloves,coriander,garam masala,garlic,ginger,onion,saffron,chilli powder,cumin,fenugreek leaves,turmeric,fenugreek,honey,sesame seed,curry leaves,nigella seeds,black pepper,poppy seed,oregano,parsley,citric acid,fennel,tamarind,caraway,star anise,nutmeg,white peppercorns,panch phoron,pepper,basil,mace,green peppercorns,baharat,rose petals,chives,cardamom seed,molasses,madras curry,cinnamon
0,0,0,0,0,0,0,0,0,0,0,0,0.292929292,0,0,0,0,0,0,0,0.707070708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.239999995,0,0,0,0.75999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.039999999,0,0,0,0.949999988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.01,0,0.01,0,0,0,0.920000017,0,0,0,0,0,0,0,0.059999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020618556,0,0,0,0.010309278,0.010309278,0.010309278,0,0.268041223,0.010309278,0.010309278,0,0.474226832,0.020618556,0,0,0,0,0,0,0.113402061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010309278,0,0,0.020618556,0,0.010309278,0,0.010309278,0,0,0,0
0,0,0,0,0,0,0,0,0.262626261,0,0,0,0.717171729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02020202,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.219999999,0,0,0,0.059999999,0,0,0,0,0,0,0,0.709999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
0.020408165,0,0,0,0.010204082,0,0,0,0.295918375,0.010204082,0,0,0.387755126,0.030612247,0,0,0,0,0,0,0.163265318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0.061224494,0,0,0,0.010204082,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.414141417,0,0,0,0,0,0,0,0.585858583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.75999999,0,0,0,0.239999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.515151501,0,0,0,0.383838385,0,0,0,0,0,0,0,0.090909094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.061224487,0.010204081,0,0,0,0,0,0,0.928571463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01010101,0,0,0,0,0,0,0,0.696969688,0,0,0,0.161616161,0.01010101,0,0,0,0,0,0,0.090909094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0.02020202,0,0,0,0,0,0,0,0
0.010416666,0,0,0,0.010416666,0,0,0,0.635416627,0,0,0,0.239583328,0.010416666,0,0,0,0,0,0,0.020833332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062499996,0,0,0,0.010416666,0,0,0,0
0,0,0,0,0,0,0,0,0.777777731,0,0,0,0.171717167,0,0,0,0,0,0,0,0.02020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030303029,0,0,0,0,0,0,0,0
0.031914894,0.010638298,0,0,0.031914894,0,0.010638298,0,0.297872335,0.021276595,0.010638298,0,0.340425521,0.021276595,0.010638298,0.010638298,0,0,0,0,0.031914894,0,0,0,0,0,0.010638298,0,0,0,0,0,0,0,0.010638298,0,0,0.095744684,0,0.010638298,0.010638298,0.021276595,0,0,0,0.010638298
0.010526315,0,0,0,0.010526315,0,0.021052631,0,0.010526315,0.010526315,0.021052631,0,0.33684209,0.021052631,0,0,0,0,0,0,0.526315808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010526315,0,0.021052631,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.010416667,0,0,0,0.229166687,0.010416667,0,0,0,0,0,0,0.739583373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0
0.010204081,0,0,0,0.010204081,0,0,0,0.693877518,0,0,0,0.23469387,0,0,0,0,0,0,0,0.010204081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030612243,0,0,0,0.010204081,0,0,0,0
0,0,0,0,0,0,0,0,0.030303031,0,0,0,0.939393997,0,0,0,0,0,0,0,0.02020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.140000001,0,0,0,0.860000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.180000007,0,0,0,0.810000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.980000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.99000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.790000021,0,0,0,0.209999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0,0.50999999,0.01,0,0,0,0,0,0,0.430000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.730000019,0,0,0,0.25999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.226804122,0,0,0,0.742268026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030927833,0,0,0,0,0,0,0,0
0.010416666,0,0,0,0,0,0,0,0.09375,0.010416666,0,0,0.260416657,0.031249998,0,0,0,0,0,0,0.5625,0,0,0,0,0,0.010416666,0,0,0,0,0,0,0,0,0,0,0.020833332,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.010101011,0,0.010101011,0.010101011,0,0,0.353535384,0.010101011,0,0,0,0,0,0,0.585858643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010101011,0,0.010101011,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.010000001,0,0,0,0.080000006,0.010000001,0,0,0,0,0,0,0.890000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010000001,0,0,0,0,0,0,0,0
0.010309278,0,0,0,0.010309278,0,0.051546395,0,0.030927835,0.010309278,0.010309278,0,0.639175296,0.020618556,0,0,0,0,0,0,0.195876285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010309278,0,0.010309278,0,0,0,0,0,0
0,0,0,0,0,0,0.01010101,0,0.01010101,0,0,0,0.959595978,0,0,0,0,0,0,0,0.02020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010416667,0,0,0,0.010416667,0,0,0,0.083333336,0.010416667,0.010416667,0,0.385416716,0.05208334,0.010416667,0,0.010416667,0,0,0,0.28125003,0,0,0,0.010416667,0,0.010416667,0,0,0,0,0,0,0,0.010416667,0,0,0.083333336,0,0.010416667,0,0.010416667,0,0,0,0
0,0,0,0,0,0,0,0,0.071428575,0,0,0,0.918367386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204081,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.02020202,0,0.01010101,0.01010101,0.01010101,0,0.666666746,0.01010101,0,0,0,0,0,0,0.25252527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0.01010101,0,0,0,0,0,0
0.030927837,0,0,0,0.010309279,0,0.010309279,0,0.49484539,0.010309279,0.010309279,0,0.350515515,0.010309279,0,0,0,0,0,0,0.041237116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030927837,0,0,0,0,0,0,0,0
0.021276595,0,0,0,0,0,0,0,0.574468136,0,0,0,0.234042555,0.031914894,0,0,0,0,0,0,0.063829787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638298,0,0,0.05319149,0,0,0,0.010638298,0,0,0,0
0,0,0,0,0,0,0.00990099,0,0.01980198,0,0.00990099,0,0.732673287,0,0,0,0,0,0,0,0.217821777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.01,0,0.01,0,0,0,0.939999998,0,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.850000024,0,0,0,0.150000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.560000002,0,0,0,0.439999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010309279,0,0,0,0,0,0.010309279,0,0.041237116,0.010309279,0.010309279,0,0.268041253,0.010309279,0,0,0,0,0,0,0.608247459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020618558,0,0.010309279,0,0,0,0,0,0
0.03125,0.010416667,0.010416667,0,0.010416667,0.010416667,0.041666668,0,0.156250015,0.020833334,0.03125,0,0.40625,0.020833334,0.010416667,0,0.010416667,0,0,0.010416667,0.093750007,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0.010416667,0.010416667,0.010416667,0,0.041666668,0,0.010416667,0.010416667,0.010416667,0,0,0,0.010416667
0.010204082,0,0,0,0.010204082,0.010204082,0.010204082,0,0.051020414,0.020408165,0.020408165,0,0.265306145,0.030612247,0,0,0.010204082,0.010204082,0,0,0.438775569,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0.010204082,0,0,0,0.061224494,0,0.020408165,0,0.010204082,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.99000001,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.039999999,0,0,0,0.959999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.970000029,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.01,0,0,0,0.050000001,0,0,0,0,0,0,0,0.939999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.042105261,0.010526315,0.010526315,0,0.157894731,0.021052631,0,0,0,0,0,0,0.726315737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021052631,0,0.010526315,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.464646459,0,0,0,0.464646459,0.01010101,0,0,0,0,0,0,0.05050505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.920000017,0,0,0,0.079999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010204081,0,0,0,0,0,0.020408163,0,0.010204081,0.010204081,0,0,0.255102038,0.010204081,0,0,0,0,0,0,0.683673501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.387755126,0,0,0,0.581632674,0,0,0,0,0,0,0,0.010204081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.100000001,0,0,0,0,0,0,0,0.899999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.059999999,0,0,0,0,0,0,0,0.939999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038461544,0.009615386,0.009615386,0.009615386,0.028846158,0.009615386,0.048076931,0.009615386,0.067307703,0.019230772,0.038461544,0.009615386,0.298076957,0.028846158,0.009615386,0.009615386,0.009615386,0.009615386,0,0.009615386,0.086538479,0.009615386,0.009615386,0.009615386,0.009615386,0.009615386,0.009615386,0,0,0.009615386,0,0.009615386,0,0.009615386,0.009615386,0.009615386,0,0.038461544,0,0.028846158,0.009615386,0.019230772,0,0.009615386,0.009615386,0.019230772
0,0,0,0,0,0,0,0,0.030612245,0,0,0,0.96938777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.898989856,0,0,0,0.090909094,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.141414151,0,0,0,0.848484874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0
0.010000001,0,0,0,0,0,0.050000004,0,0.010000001,0,0.010000001,0,0.840000033,0.010000001,0,0,0,0,0,0,0.070000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.714285672,0,0,0,0.224489793,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040816326,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.060606059,0,0,0,0.929292917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.373737365,0,0,0,0.616161644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0
0.030927835,0,0.010309278,0,0.010309278,0,0.041237112,0,0.041237112,0.010309278,0.020618556,0,0.639175296,0.010309278,0,0,0,0,0,0,0.144329906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010309278,0,0,0.010309278,0,0.010309278,0,0,0,0,0,0.010309278
0,0,0,0,0,0,0,0,0.629999995,0,0,0,0.360000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
0.010416667,0,0,0,0.010416667,0,0,0,0.635416687,0.010416667,0,0,0.156250015,0.010416667,0.010416667,0,0,0,0,0,0.083333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0.052083336,0,0,0,0.010416667,0,0,0,0
0.010416667,0,0,0,0.010416667,0,0.020833334,0,0.020833334,0.010416667,0.020833334,0,0.583333373,0.020833334,0,0,0,0,0,0,0.260416687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.010416667,0,0,0,0,0,0
0.01010101,0,0,0,0,0,0.02020202,0,0.030303031,0,0.01010101,0,0.707070708,0.01010101,0,0,0,0,0,0,0.212121218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.790000021,0,0,0,0.209999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.01010101,0,0,0,0.98989898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.282828271,0,0,0,0.070707068,0,0,0,0,0,0,0,0.636363626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.02020202,0,0,0,0.979798019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.20408164,0,0,0,0.765306175,0,0,0,0,0,0,0,0.010204081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.090000004,0,0,0,0.419999987,0.02,0,0,0,0,0,0,0.430000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.98989898,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.579999983,0,0,0,0.419999987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.01,0,0,0,0,0,0.860000014,0,0,0,0,0,0,0,0.129999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010526316,0,0.010526316,0,0.010526316,0,0,0,0.442105293,0.010526316,0,0,0.221052647,0.031578951,0,0,0.010526316,0,0,0,0.147368431,0,0,0,0,0,0.010526316,0,0,0,0,0,0,0,0.021052632,0,0,0.063157901,0,0,0,0.010526316,0,0,0,0
0.052631583,0,0.010526316,0,0.010526316,0.010526316,0.021052632,0,0.136842117,0.010526316,0.010526316,0,0.452631623,0.031578951,0,0,0,0,0,0,0.189473704,0,0,0,0,0,0.010526316,0,0,0,0,0,0,0,0.010526316,0,0,0.021052632,0,0.010526316,0,0.010526316,0,0,0,0
0.010204081,0,0,0,0,0,0.020408163,0,0.040816326,0,0.010204081,0,0.836734712,0.010204081,0,0,0,0,0,0,0.06122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204081,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.030612245,0,0,0,0,0,0,0,0.96938777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00990099,0,0,0,0.03960396,0.00990099,0,0,0,0,0,0,0.93069309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0
0.020618558,0,0,0,0,0.010309279,0.020618558,0,0.020618558,0.020618558,0.010309279,0,0.092783518,0.020618558,0,0,0.010309279,0,0,0,0.721649528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010309279,0,0,0.020618558,0,0.010309279,0,0.010309279,0,0,0,0
0,0,0,0,0,0,0,0,0.99000001,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.111111112,0,0,0,0.878787875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.74000001,0,0,0,0.25999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010309279,0,0,0,0.010309279,0,0.010309279,0,0.278350562,0,0.010309279,0,0.577319622,0.010309279,0,0,0,0,0,0,0.010309279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061855674,0,0,0,0.010309279,0,0,0,0.010309279
0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0.98989898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0.059999999,0.01,0.01,0,0.5,0.02,0,0,0,0,0,0,0.360000014,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
0.010204082,0,0,0,0,0,0,0,0.408163309,0,0,0,0.53061229,0.010204082,0,0,0,0,0,0,0.020408165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408165,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.02020202,0,0,0,0,0,0,0,0.979798019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010526315,0,0,0,0.010526315,0.010526315,0.021052631,0,0.021052631,0.021052631,0.021052631,0,0.200000003,0.021052631,0,0,0,0,0,0,0.610526323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031578947,0,0.021052631,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.704081595,0,0,0,0.193877548,0,0,0,0,0,0,0,0.102040812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01010101,0,0,0,0,0,0.02020202,0,0.01010101,0.01010101,0.01010101,0,0.171717167,0.01010101,0,0,0,0,0,0,0.74747473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.850000024,0,0,0,0.150000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.051546395,0,0,0,0.762886643,0.010309278,0,0,0,0,0,0,0.154639184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020618556,0,0,0,0,0,0,0,0
